onset	duration	Run	Trial	image
0.0	4.9110000000000005	3	97	SPS\2345.bmp
4.9110000000000005	5.011	3	98	SPS\2340.bmp
9.922	4.995	3	99	SPS\1710.bmp
14.917	4.428	3	100	SPS\2091.bmp
19.345	5.011	3	101	Blank_2.bmp
24.355999999999998	4.979	3	102	Blank_4.bmp
29.335	5.01	3	103	Blank_3.bmp
34.345	5.611000000000001	3	104	Blank_1.bmp
39.955999999999996	4.961	3	105	NSNA\7500.bmp
44.917	5.011	3	106	NSNA\5534.bmp
49.928000000000004	4.979	3	107	NSNA\5720.bmp
54.907	4.444	3	108	NSNA\1390.bmp
59.351000000000006	4.995	3	109	Blank_1.bmp
64.346	4.994	3	110	Blank_2.bmp
69.34	4.994	3	111	Blank_4.bmp
74.334	5.611000000000001	3	112	Blank_3.bmp
79.945	4.994	3	113	SAV\2053.bmp
84.939	4.978	3	114	SAV\3280.bmp
89.917	4.995	3	115	SAV\9040.bmp
94.912	4.428	3	116	SAV\6840.bmp
99.34	4.995	3	117	Blank_3.bmp
104.335	5.011	3	118	Blank_1.bmp
109.346	4.994	3	119	Blank_4.bmp
114.34	5.611000000000001	3	120	Blank_2.bmp
119.95100000000001	4.978	3	121	NSPS\7570.bmp
124.929	4.978	3	122	NSPS\1650.bmp
129.907	5.011	3	123	NSPS\1560.bmp
134.918	4.428	3	124	NSPS\7330.bmp
139.346	5.011	3	125	Blank_3.bmp
144.357	4.978	3	126	Blank_2.bmp
149.335	5.011	3	127	Blank_1.bmp
154.346	5.61	3	128	Blank_4.bmp
159.95600000000002	4.962	3	129	NSAV\1280.bmp
164.918	4.994	3	130	NSAV\9290.bmp
169.912	4.995	3	131	NSAV\5940.bmp
174.907	4.445	3	132	NSAV\1111.bmp
179.352	4.994	3	133	Blank_2.bmp
184.34599999999998	4.995	3	134	Blank_1.bmp
189.34099999999998	5.011	3	135	Blank_3.bmp
194.352	5.593999999999999	3	136	Blank_4.bmp
199.946	4.961	3	137	SNA\2516.bmp
204.907	5.011	3	138	SNA\2850.bmp
209.918	4.994	3	139	SNA\9070.bmp
214.912	4.446000000000001	3	140	SNA\2383.bmp
219.358	4.994	3	141	Blank_3.bmp
224.352	4.994	3	142	Blank_4.bmp
229.34599999999998	5.012	3	143	Blank_1.bmp
234.358	5.0	3	144	Blank_2.bmp
