onset	duration	Run	Trial	image
0.0	4.928	3	97	SPS\2216.bmp
4.928	4.994	3	98	SPS\2540.bmp
9.922	4.995	3	99	SPS\2091.bmp
14.917	4.445	3	100	SPS\4250.bmp
19.362000000000002	4.994	3	101	Blank_4.bmp
24.355999999999998	4.995	3	102	Blank_2.bmp
29.351	5.011	3	103	Blank_3.bmp
34.361999999999995	5.577000000000001	3	104	Blank_1.bmp
39.939	4.961	3	105	NSNA\5395.bmp
44.9	5.011	3	106	NSNA\5390.bmp
49.911	5.011	3	107	NSNA\5130.bmp
54.922	4.446000000000001	3	108	NSNA\5800.bmp
59.368	4.994	3	109	Blank_2.bmp
64.362	5.011	3	110	Blank_1.bmp
69.373	4.995	3	111	Blank_4.bmp
74.368	5.577000000000001	3	112	Blank_3.bmp
79.945	4.961	3	113	SAV\3000.bmp
84.906	5.011	3	114	SAV\3280.bmp
89.917	4.995	3	115	SAV\2120.bmp
94.912	4.445	3	116	SAV\8230.bmp
99.35700000000001	5.011	3	117	Blank_1.bmp
104.368	4.994	3	118	Blank_3.bmp
109.36200000000001	4.995	3	119	Blank_2.bmp
114.35700000000001	5.593999999999999	3	120	Blank_4.bmp
119.95100000000001	4.977	3	121	NSPS\7230.bmp
124.928	5.012	3	122	NSPS\5780.bmp
129.94	4.977	3	123	NSPS\5270.bmp
134.917	4.445	3	124	NSPS\5260.bmp
139.362	4.995	3	125	Blank_3.bmp
144.357	5.011	3	126	Blank_4.bmp
149.368	4.995	3	127	Blank_2.bmp
154.363	5.577000000000001	3	128	Blank_1.bmp
159.94	4.978	3	129	NSAV\9290.bmp
164.918	4.995	3	130	NSAV\9181.bmp
169.91299999999998	5.01	3	131	NSAV\9001.bmp
174.923	4.428999999999999	3	132	NSAV\7380.bmp
179.352	5.011	3	133	Blank_3.bmp
184.363	4.994	3	134	Blank_4.bmp
189.357	5.011	3	135	Blank_1.bmp
194.368	5.577000000000001	3	136	Blank_2.bmp
199.945	4.962	3	137	SNA\2575.bmp
204.907	5.011	3	138	SNA\2200.bmp
209.918	4.994	3	139	SNA\9070.bmp
214.912	4.445	3	140	SNA\2840.bmp
219.357	5.011	3	141	Blank_2.bmp
224.368	4.995	3	142	Blank_1.bmp
229.363	5.011	3	143	Blank_3.bmp
234.37400000000002	5.0	3	144	Blank_4.bmp
