onset	duration	Run	Trial	image
0.0	4.895	4	145	NSNA\7217.bmp
4.895	5.011	4	146	NSNA\9360.bmp
9.906	4.994	4	147	NSNA\7595.bmp
14.9	4.428	4	148	NSNA\5395.bmp
19.328	4.995	4	149	Blank_3.bmp
24.323	5.011	4	150	Blank_4.bmp
29.334	4.994	4	151	Blank_1.bmp
34.328	5.593999999999999	4	152	Blank_2.bmp
39.922	4.978	4	153	SAV\3280.bmp
44.9	5.011	4	154	SAV\2053.bmp
49.911	4.994	4	155	SAV\3030.bmp
54.905	4.428999999999999	4	156	SAV\9042.bmp
59.333999999999996	5.011	4	157	Blank_1.bmp
64.345	4.994	4	158	Blank_3.bmp
69.339	4.996	4	159	Blank_4.bmp
74.335	5.593	4	160	Blank_2.bmp
79.928	4.977	4	161	NSPS\5760.bmp
84.905	5.012	4	162	NSPS\5260.bmp
89.917	4.994	4	163	NSPS\1900.bmp
94.911	4.428	4	164	NSPS\5990.bmp
99.339	5.012	4	165	Blank_2.bmp
104.351	4.977	4	166	Blank_3.bmp
109.32799999999999	5.011	4	167	Blank_4.bmp
114.339	5.593999999999999	4	168	Blank_1.bmp
119.93299999999999	4.995	4	169	NSAV\9280.bmp
124.928	4.994	4	170	NSAV\7380.bmp
129.922	4.995	4	171	NSAV\3150.bmp
134.917	4.4110000000000005	4	172	NSAV\6020.bmp
139.328	5.011	4	173	Blank_2.bmp
144.339	4.995	4	174	Blank_1.bmp
149.334	5.011	4	175	Blank_3.bmp
154.345	5.577000000000001	4	176	Blank_4.bmp
159.922	5.011	4	177	SPS\2050.bmp
164.933	4.995	4	178	SPS\1710.bmp
169.928	4.977	4	179	SPS\8461.bmp
174.905	4.428999999999999	4	180	SPS\2209.bmp
179.334	4.994	4	181	Blank_3.bmp
184.328	5.011	4	182	Blank_4.bmp
189.33900000000003	4.995	4	183	Blank_1.bmp
194.334	5.593999999999999	4	184	Blank_2.bmp
199.928	4.977	4	185	SNA\2372.bmp
204.905	4.995	4	186	SNA\2383.bmp
209.9	5.011	4	187	SNA\9070.bmp
214.91099999999997	4.428	4	188	SNA\2487.bmp
219.33900000000003	4.995	4	189	Blank_2.bmp
224.334	5.011	4	190	Blank_1.bmp
229.345	4.994	4	191	Blank_4.bmp
234.33900000000003	5.0	4	192	Blank_3.bmp
